"We can\'t find the role for the user you wanted.","Таны хүссэн хэрэглэгчийн роль олдсонгүй"
"Something went wrong while compiling a list of allowed resources. You can find out more in the exceptions log.","Зөвшөөрөгдсөн ресурсуудыг хөрвүүлж байхад алдаа гарлаа. Эксепшн лог файлаас дэлгэрэнгүй үзнэ үү."
